NFECHA,IDX,TheYear,TheDate,DEPARTAMENTO,CANT
05 Ene,105,2017,2017-01-05,PASCO,2
05 Ene,105,2017,2017-01-05,HUANCAVELICA,2
05 Ene,105,2017,2017-01-05,CAJAMARCA,7
05 Ene,105,2017,2017-01-05,LORETO,8
05 Ene,105,2017,2017-01-05,LAMBAYEQUE,22
05 Ene,105,2017,2017-01-05,SAN MARTIN,3
05 Ene,105,2017,2017-01-05,HUANUCO,10
05 Ene,105,2017,2017-01-05,JUNIN,10
05 Ene,105,2017,2017-01-05,LA LIBERTAD,14
05 Ene,105,2017,2017-01-05,ANCASH,10
05 Ene,105,2017,2017-01-05,PUNO,6
05 Ene,105,2017,2017-01-05,ICA,5
05 Ene,105,2017,2017-01-05,AYACUCHO,1
05 Ene,105,2017,2017-01-05,CUSCO,6
05 Ene,105,2017,2017-01-05,APURIMAC,2
05 Ene,105,2017,2017-01-05,AMAZONAS,1
05 Ene,105,2017,2017-01-05,AREQUIPA,11
05 Ene,105,2017,2017-01-05,SIN REGISTRO,1
05 Ene,105,2017,2017-01-05,CALLAO,18
05 Ene,105,2017,2017-01-05,MADRE DE DIOS,1
05 Ene,105,2017,2017-01-05,PIURA,5
05 Ene,105,2017,2017-01-05,LIMA,56
05 Ene,105,2018,2018-01-05,TUMBES,3
05 Ene,105,2018,2018-01-05,ICA,9
05 Ene,105,2018,2018-01-05,CAJAMARCA,8
05 Ene,105,2018,2018-01-05,MADRE DE DIOS,1
05 Ene,105,2018,2018-01-05,ANCASH,14
05 Ene,105,2018,2018-01-05,PUNO,16
05 Ene,105,2018,2018-01-05,CALLAO,12
05 Ene,105,2018,2018-01-05,HUANUCO,12
05 Ene,105,2018,2018-01-05,LIMA,68
05 Ene,105,2018,2018-01-05,JUNIN,9
05 Ene,105,2018,2018-01-05,PIURA,17
05 Ene,105,2018,2018-01-05,SAN MARTIN,3
05 Ene,105,2018,2018-01-05,AMAZONAS,1
05 Ene,105,2018,2018-01-05,LORETO,4
05 Ene,105,2018,2018-01-05,TACNA,2
05 Ene,105,2018,2018-01-05,LA LIBERTAD,12
05 Ene,105,2018,2018-01-05,SIN REGISTRO,1
05 Ene,105,2018,2018-01-05,LAMBAYEQUE,14
05 Ene,105,2018,2018-01-05,APURIMAC,3
05 Ene,105,2018,2018-01-05,HUANCAVELICA,4
05 Ene,105,2018,2018-01-05,AREQUIPA,14
05 Ene,105,2018,2018-01-05,CUSCO,16
05 Ene,105,2018,2018-01-05,AYACUCHO,2
05 Ene,105,2018,2018-01-05,UCAYALI,5
05 Ene,105,2019,2019-01-05,AREQUIPA,23
05 Ene,105,2019,2019-01-05,ANCASH,27
05 Ene,105,2019,2019-01-05,CUSCO,21
05 Ene,105,2019,2019-01-05,LIMA,77
05 Ene,105,2019,2019-01-05,AMAZONAS,3
05 Ene,105,2019,2019-01-05,APURIMAC,7
05 Ene,105,2019,2019-01-05,SIN REGISTRO,1
05 Ene,105,2019,2019-01-05,AYACUCHO,7
05 Ene,105,2019,2019-01-05,PUNO,23
05 Ene,105,2019,2019-01-05,ICA,8
05 Ene,105,2019,2019-01-05,JUNIN,14
05 Ene,105,2019,2019-01-05,TACNA,4
05 Ene,105,2019,2019-01-05,MOQUEGUA,3
05 Ene,105,2019,2019-01-05,CAJAMARCA,12
05 Ene,105,2019,2019-01-05,MADRE DE DIOS,2
05 Ene,105,2019,2019-01-05,LAMBAYEQUE,2
05 Ene,105,2019,2019-01-05,LORETO,3
05 Ene,105,2019,2019-01-05,PIURA,15
05 Ene,105,2019,2019-01-05,CALLAO,12
05 Ene,105,2019,2019-01-05,HUANCAVELICA,3
05 Ene,105,2019,2019-01-05,UCAYALI,4
05 Ene,105,2019,2019-01-05,TUMBES,5
05 Ene,105,2019,2019-01-05,LA LIBERTAD,24
05 Ene,105,2019,2019-01-05,SAN MARTIN,5
05 Ene,105,2019,2019-01-05,HUANUCO,8
05 Ene,105,2020,2020-01-05,EXTRANJERO,3
05 Ene,105,2020,2020-01-05,HUANCAVELICA,3
05 Ene,105,2020,2020-01-05,LA LIBERTAD,24
05 Ene,105,2020,2020-01-05,LIMA,119
05 Ene,105,2020,2020-01-05,UCAYALI,5
05 Ene,105,2020,2020-01-05,AYACUCHO,7
05 Ene,105,2020,2020-01-05,AREQUIPA,18
05 Ene,105,2020,2020-01-05,APURIMAC,5
05 Ene,105,2020,2020-01-05,CUSCO,22
05 Ene,105,2020,2020-01-05,MOQUEGUA,2
05 Ene,105,2020,2020-01-05,ANCASH,21
05 Ene,105,2020,2020-01-05,LAMBAYEQUE,3
05 Ene,105,2020,2020-01-05,PUNO,15
05 Ene,105,2020,2020-01-05,SAN MARTIN,9
05 Ene,105,2020,2020-01-05,TUMBES,2
05 Ene,105,2020,2020-01-05,HUANUCO,9
05 Ene,105,2020,2020-01-05,ICA,12
05 Ene,105,2020,2020-01-05,JUNIN,16
05 Ene,105,2020,2020-01-05,CALLAO,13
05 Ene,105,2020,2020-01-05,PIURA,16
05 Ene,105,2020,2020-01-05,TACNA,3
05 Ene,105,2020,2020-01-05,CAJAMARCA,15
05 Ene,105,2020,2020-01-05,AMAZONAS,3
05 Ene,105,2020,2020-01-05,LORETO,8
05 Ene,105,2020,2020-01-05,PASCO,7
05 Ene,105,2020,2020-01-05,MADRE DE DIOS,2
05 Ene,105,2021,2021-01-05,APURIMAC,12
05 Ene,105,2021,2021-01-05,ANCASH,26
05 Ene,105,2021,2021-01-05,LIMA,185
05 Ene,105,2021,2021-01-05,UCAYALI,5
05 Ene,105,2021,2021-01-05,CUSCO,21
05 Ene,105,2021,2021-01-05,PIURA,29
05 Ene,105,2021,2021-01-05,AYACUCHO,7
05 Ene,105,2021,2021-01-05,SIN REGISTRO,1
05 Ene,105,2021,2021-01-05,MOQUEGUA,3
05 Ene,105,2021,2021-01-05,ICA,21
05 Ene,105,2021,2021-01-05,AMAZONAS,2
05 Ene,105,2021,2021-01-05,AREQUIPA,36
05 Ene,105,2021,2021-01-05,LAMBAYEQUE,11
05 Ene,105,2021,2021-01-05,CALLAO,13
05 Ene,105,2021,2021-01-05,HUANCAVELICA,7
05 Ene,105,2021,2021-01-05,HUANUCO,10
05 Ene,105,2021,2021-01-05,TACNA,5
05 Ene,105,2021,2021-01-05,MADRE DE DIOS,2
05 Ene,105,2021,2021-01-05,PUNO,27
05 Ene,105,2021,2021-01-05,SAN MARTIN,5
05 Ene,105,2021,2021-01-05,PASCO,11
05 Ene,105,2021,2021-01-05,LORETO,12
05 Ene,105,2021,2021-01-05,CAJAMARCA,21
05 Ene,105,2021,2021-01-05,JUNIN,26
05 Ene,105,2021,2021-01-05,LA LIBERTAD,30
05 Ene,105,2021,2021-01-05,TUMBES,5
06 Ene,106,2017,2017-01-06,CALLAO,6
06 Ene,106,2017,2017-01-06,SAN MARTIN,5
06 Ene,106,2017,2017-01-06,PIURA,9
06 Ene,106,2017,2017-01-06,TACNA,5
06 Ene,106,2017,2017-01-06,LAMBAYEQUE,26
06 Ene,106,2017,2017-01-06,MADRE DE DIOS,2
06 Ene,106,2017,2017-01-06,HUANCAVELICA,3
06 Ene,106,2017,2017-01-06,MOQUEGUA,1
06 Ene,106,2017,2017-01-06,UCAYALI,6
06 Ene,106,2017,2017-01-06,CAJAMARCA,4
06 Ene,106,2017,2017-01-06,PUNO,5
06 Ene,106,2017,2017-01-06,JUNIN,6
06 Ene,106,2017,2017-01-06,ICA,11
06 Ene,106,2017,2017-01-06,AYACUCHO,2
06 Ene,106,2017,2017-01-06,SIN REGISTRO,1
06 Ene,106,2017,2017-01-06,CUSCO,15
06 Ene,106,2017,2017-01-06,LIMA,59
06 Ene,106,2017,2017-01-06,AMAZONAS,1
06 Ene,106,2017,2017-01-06,AREQUIPA,9
06 Ene,106,2017,2017-01-06,ANCASH,19
06 Ene,106,2017,2017-01-06,LORETO,5
06 Ene,106,2017,2017-01-06,TUMBES,2
06 Ene,106,2017,2017-01-06,HUANUCO,2
06 Ene,106,2017,2017-01-06,PASCO,3
06 Ene,106,2017,2017-01-06,LA LIBERTAD,22
06 Ene,106,2018,2018-01-06,LORETO,3
06 Ene,106,2018,2018-01-06,ICA,14
06 Ene,106,2018,2018-01-06,JUNIN,13
06 Ene,106,2018,2018-01-06,HUANUCO,11
06 Ene,106,2018,2018-01-06,TUMBES,3
06 Ene,106,2018,2018-01-06,PUNO,17
06 Ene,106,2018,2018-01-06,AREQUIPA,19
06 Ene,106,2018,2018-01-06,AYACUCHO,9
06 Ene,106,2018,2018-01-06,APURIMAC,3
06 Ene,106,2018,2018-01-06,LAMBAYEQUE,13
06 Ene,106,2018,2018-01-06,ANCASH,15
06 Ene,106,2018,2018-01-06,UCAYALI,3
06 Ene,106,2018,2018-01-06,SAN MARTIN,12
06 Ene,106,2018,2018-01-06,CUSCO,24
06 Ene,106,2018,2018-01-06,LIMA,65
06 Ene,106,2018,2018-01-06,PIURA,9
06 Ene,106,2018,2018-01-06,CALLAO,15
06 Ene,106,2018,2018-01-06,LA LIBERTAD,17
06 Ene,106,2018,2018-01-06,HUANCAVELICA,4
06 Ene,106,2018,2018-01-06,AMAZONAS,3
06 Ene,106,2018,2018-01-06,CAJAMARCA,10
06 Ene,106,2018,2018-01-06,TACNA,1
06 Ene,106,2019,2019-01-06,SAN MARTIN,6
06 Ene,106,2019,2019-01-06,LIMA,77
06 Ene,106,2019,2019-01-06,APURIMAC,7
06 Ene,106,2019,2019-01-06,PIURA,16
06 Ene,106,2019,2019-01-06,CALLAO,19
06 Ene,106,2019,2019-01-06,UCAYALI,5
06 Ene,106,2019,2019-01-06,ANCASH,22
06 Ene,106,2019,2019-01-06,AREQUIPA,21
06 Ene,106,2019,2019-01-06,AMAZONAS,8
06 Ene,106,2019,2019-01-06,CUSCO,16
06 Ene,106,2019,2019-01-06,HUANUCO,8
06 Ene,106,2019,2019-01-06,PUNO,15
06 Ene,106,2019,2019-01-06,TUMBES,2
06 Ene,106,2019,2019-01-06,JUNIN,22
06 Ene,106,2019,2019-01-06,MADRE DE DIOS,1
06 Ene,106,2019,2019-01-06,ICA,17
06 Ene,106,2019,2019-01-06,LORETO,9
06 Ene,106,2019,2019-01-06,LA LIBERTAD,18
06 Ene,106,2019,2019-01-06,PASCO,2
06 Ene,106,2019,2019-01-06,TACNA,5
06 Ene,106,2019,2019-01-06,CAJAMARCA,10
06 Ene,106,2019,2019-01-06,EXTRANJERO,3
06 Ene,106,2019,2019-01-06,LAMBAYEQUE,1
06 Ene,106,2019,2019-01-06,HUANCAVELICA,7
06 Ene,106,2019,2019-01-06,MOQUEGUA,4
06 Ene,106,2019,2019-01-06,AYACUCHO,8
06 Ene,106,2019,2019-01-06,SIN REGISTRO,1
06 Ene,106,2020,2020-01-06,LA LIBERTAD,20
06 Ene,106,2020,2020-01-06,AYACUCHO,3
06 Ene,106,2020,2020-01-06,SIN REGISTRO,1
06 Ene,106,2020,2020-01-06,CALLAO,20
06 Ene,106,2020,2020-01-06,CAJAMARCA,13
06 Ene,106,2020,2020-01-06,MADRE DE DIOS,4
06 Ene,106,2020,2020-01-06,LIMA,119
06 Ene,106,2020,2020-01-06,PIURA,18
06 Ene,106,2020,2020-01-06,TACNA,6
06 Ene,106,2020,2020-01-06,HUANUCO,11
06 Ene,106,2020,2020-01-06,PUNO,20
06 Ene,106,2020,2020-01-06,LORETO,4
06 Ene,106,2020,2020-01-06,TUMBES,8
06 Ene,106,2020,2020-01-06,MOQUEGUA,3
06 Ene,106,2020,2020-01-06,EXTRANJERO,6
06 Ene,106,2020,2020-01-06,LAMBAYEQUE,5
06 Ene,106,2020,2020-01-06,JUNIN,14
06 Ene,106,2020,2020-01-06,UCAYALI,9
06 Ene,106,2020,2020-01-06,PASCO,4
06 Ene,106,2020,2020-01-06,SAN MARTIN,13
06 Ene,106,2020,2020-01-06,ANCASH,9
06 Ene,106,2020,2020-01-06,AREQUIPA,23
06 Ene,106,2020,2020-01-06,HUANCAVELICA,7
06 Ene,106,2020,2020-01-06,CUSCO,23
06 Ene,106,2020,2020-01-06,ICA,11
06 Ene,106,2020,2020-01-06,APURIMAC,1
06 Ene,106,2021,2021-01-06,PIURA,31
06 Ene,106,2021,2021-01-06,LIMA,167
06 Ene,106,2021,2021-01-06,HUANUCO,22
06 Ene,106,2021,2021-01-06,JUNIN,22
06 Ene,106,2021,2021-01-06,LAMBAYEQUE,9
06 Ene,106,2021,2021-01-06,HUANCAVELICA,6
06 Ene,106,2021,2021-01-06,PUNO,31
06 Ene,106,2021,2021-01-06,UCAYALI,8
06 Ene,106,2021,2021-01-06,APURIMAC,9
06 Ene,106,2021,2021-01-06,ANCASH,19
06 Ene,106,2021,2021-01-06,ICA,21
06 Ene,106,2021,2021-01-06,SAN MARTIN,9
06 Ene,106,2021,2021-01-06,AMAZONAS,4
06 Ene,106,2021,2021-01-06,LORETO,12
06 Ene,106,2021,2021-01-06,PASCO,5
06 Ene,106,2021,2021-01-06,TACNA,3
06 Ene,106,2021,2021-01-06,TUMBES,2
06 Ene,106,2021,2021-01-06,CAJAMARCA,23
06 Ene,106,2021,2021-01-06,MADRE DE DIOS,3
06 Ene,106,2021,2021-01-06,EXTRANJERO,1
06 Ene,106,2021,2021-01-06,LA LIBERTAD,30
06 Ene,106,2021,2021-01-06,CALLAO,27
06 Ene,106,2021,2021-01-06,MOQUEGUA,6
06 Ene,106,2021,2021-01-06,AREQUIPA,20
06 Ene,106,2021,2021-01-06,AYACUCHO,12
06 Ene,106,2021,2021-01-06,CUSCO,15
07 Ene,107,2017,2017-01-07,MADRE DE DIOS,3
07 Ene,107,2017,2017-01-07,TACNA,5
07 Ene,107,2017,2017-01-07,SAN MARTIN,5
07 Ene,107,2017,2017-01-07,HUANCAVELICA,3
07 Ene,107,2017,2017-01-07,CAJAMARCA,4
07 Ene,107,2017,2017-01-07,PUNO,11
07 Ene,107,2017,2017-01-07,LA LIBERTAD,17
07 Ene,107,2017,2017-01-07,LORETO,2
07 Ene,107,2017,2017-01-07,PASCO,3
07 Ene,107,2017,2017-01-07,CUSCO,13
07 Ene,107,2017,2017-01-07,ICA,9
07 Ene,107,2017,2017-01-07,LIMA,54
07 Ene,107,2017,2017-01-07,APURIMAC,5
07 Ene,107,2017,2017-01-07,PIURA,9
07 Ene,107,2017,2017-01-07,CALLAO,7
07 Ene,107,2017,2017-01-07,TUMBES,1
07 Ene,107,2017,2017-01-07,ANCASH,7
07 Ene,107,2017,2017-01-07,MOQUEGUA,1
07 Ene,107,2017,2017-01-07,HUANUCO,13
07 Ene,107,2017,2017-01-07,JUNIN,8
07 Ene,107,2017,2017-01-07,UCAYALI,4
07 Ene,107,2017,2017-01-07,AYACUCHO,2
07 Ene,107,2017,2017-01-07,LAMBAYEQUE,27
07 Ene,107,2017,2017-01-07,AREQUIPA,15
07 Ene,107,2018,2018-01-07,PASCO,2
07 Ene,107,2018,2018-01-07,TUMBES,3
07 Ene,107,2018,2018-01-07,PUNO,16
07 Ene,107,2018,2018-01-07,LAMBAYEQUE,13
07 Ene,107,2018,2018-01-07,LIMA,68
07 Ene,107,2018,2018-01-07,EXTRANJERO,1
07 Ene,107,2018,2018-01-07,CAJAMARCA,17
07 Ene,107,2018,2018-01-07,MOQUEGUA,2
07 Ene,107,2018,2018-01-07,LORETO,7
07 Ene,107,2018,2018-01-07,HUANCAVELICA,4
07 Ene,107,2018,2018-01-07,UCAYALI,6
07 Ene,107,2018,2018-01-07,MADRE DE DIOS,1
07 Ene,107,2018,2018-01-07,CALLAO,12
07 Ene,107,2018,2018-01-07,PIURA,14
07 Ene,107,2018,2018-01-07,AMAZONAS,4
07 Ene,107,2018,2018-01-07,LA LIBERTAD,19
07 Ene,107,2018,2018-01-07,AREQUIPA,16
07 Ene,107,2018,2018-01-07,AYACUCHO,9
07 Ene,107,2018,2018-01-07,CUSCO,28
07 Ene,107,2018,2018-01-07,ANCASH,12
07 Ene,107,2018,2018-01-07,ICA,10
07 Ene,107,2018,2018-01-07,JUNIN,19
07 Ene,107,2018,2018-01-07,SAN MARTIN,6
07 Ene,107,2018,2018-01-07,HUANUCO,6
07 Ene,107,2018,2018-01-07,APURIMAC,1
07 Ene,107,2019,2019-01-07,UCAYALI,5
07 Ene,107,2019,2019-01-07,CUSCO,15
07 Ene,107,2019,2019-01-07,CALLAO,13
07 Ene,107,2019,2019-01-07,PIURA,24
07 Ene,107,2019,2019-01-07,ANCASH,17
07 Ene,107,2019,2019-01-07,JUNIN,20
07 Ene,107,2019,2019-01-07,APURIMAC,3
07 Ene,107,2019,2019-01-07,HUANUCO,12
07 Ene,107,2019,2019-01-07,LIMA,98
07 Ene,107,2019,2019-01-07,HUANCAVELICA,4
07 Ene,107,2019,2019-01-07,AYACUCHO,6
07 Ene,107,2019,2019-01-07,MOQUEGUA,2
07 Ene,107,2019,2019-01-07,AREQUIPA,19
07 Ene,107,2019,2019-01-07,ICA,10
07 Ene,107,2019,2019-01-07,MADRE DE DIOS,1
07 Ene,107,2019,2019-01-07,PUNO,12
07 Ene,107,2019,2019-01-07,TACNA,3
07 Ene,107,2019,2019-01-07,SAN MARTIN,11
07 Ene,107,2019,2019-01-07,TUMBES,3
07 Ene,107,2019,2019-01-07,LA LIBERTAD,19
07 Ene,107,2019,2019-01-07,LORETO,7
07 Ene,107,2019,2019-01-07,AMAZONAS,4
07 Ene,107,2019,2019-01-07,CAJAMARCA,14
07 Ene,107,2020,2020-01-07,AREQUIPA,14
07 Ene,107,2020,2020-01-07,APURIMAC,2
07 Ene,107,2020,2020-01-07,AMAZONAS,2
07 Ene,107,2020,2020-01-07,CUSCO,10
07 Ene,107,2020,2020-01-07,AYACUCHO,2
07 Ene,107,2020,2020-01-07,CALLAO,10
07 Ene,107,2020,2020-01-07,TUMBES,6
07 Ene,107,2020,2020-01-07,ANCASH,16
07 Ene,107,2020,2020-01-07,LA LIBERTAD,35
07 Ene,107,2020,2020-01-07,UCAYALI,6
07 Ene,107,2020,2020-01-07,HUANUCO,9
07 Ene,107,2020,2020-01-07,ICA,9
07 Ene,107,2020,2020-01-07,JUNIN,9
07 Ene,107,2020,2020-01-07,SAN MARTIN,11
07 Ene,107,2020,2020-01-07,TACNA,2
07 Ene,107,2020,2020-01-07,PUNO,16
07 Ene,107,2020,2020-01-07,HUANCAVELICA,3
07 Ene,107,2020,2020-01-07,MOQUEGUA,1
07 Ene,107,2020,2020-01-07,PASCO,1
07 Ene,107,2020,2020-01-07,CAJAMARCA,11
07 Ene,107,2020,2020-01-07,LAMBAYEQUE,4
07 Ene,107,2020,2020-01-07,LORETO,9
07 Ene,107,2020,2020-01-07,PIURA,27
07 Ene,107,2020,2020-01-07,MADRE DE DIOS,3
07 Ene,107,2020,2020-01-07,LIMA,105
07 Ene,107,2021,2021-01-07,ICA,23
07 Ene,107,2021,2021-01-07,JUNIN,35
07 Ene,107,2021,2021-01-07,SAN MARTIN,5
07 Ene,107,2021,2021-01-07,TUMBES,3
07 Ene,107,2021,2021-01-07,HUANUCO,25
07 Ene,107,2021,2021-01-07,PUNO,15
07 Ene,107,2021,2021-01-07,UCAYALI,4
07 Ene,107,2021,2021-01-07,PIURA,35
07 Ene,107,2021,2021-01-07,CALLAO,25
07 Ene,107,2021,2021-01-07,LAMBAYEQUE,6
07 Ene,107,2021,2021-01-07,APURIMAC,8
07 Ene,107,2021,2021-01-07,HUANCAVELICA,6
07 Ene,107,2021,2021-01-07,AREQUIPA,23
07 Ene,107,2021,2021-01-07,CUSCO,22
07 Ene,107,2021,2021-01-07,MOQUEGUA,6
07 Ene,107,2021,2021-01-07,ANCASH,25
07 Ene,107,2021,2021-01-07,AYACUCHO,6
07 Ene,107,2021,2021-01-07,PASCO,8
07 Ene,107,2021,2021-01-07,TACNA,3
07 Ene,107,2021,2021-01-07,LIMA,215
07 Ene,107,2021,2021-01-07,SIN REGISTRO,2
07 Ene,107,2021,2021-01-07,LA LIBERTAD,29
07 Ene,107,2021,2021-01-07,MADRE DE DIOS,2
07 Ene,107,2021,2021-01-07,LORETO,10
07 Ene,107,2021,2021-01-07,CAJAMARCA,16
08 Ene,108,2017,2017-01-08,LA LIBERTAD,20
08 Ene,108,2017,2017-01-08,CAJAMARCA,8
08 Ene,108,2017,2017-01-08,SIN REGISTRO,1
08 Ene,108,2017,2017-01-08,MOQUEGUA,2
08 Ene,108,2017,2017-01-08,SAN MARTIN,1
08 Ene,108,2017,2017-01-08,LAMBAYEQUE,17
08 Ene,108,2017,2017-01-08,AYACUCHO,1
08 Ene,108,2017,2017-01-08,CUSCO,5
08 Ene,108,2017,2017-01-08,UCAYALI,6
08 Ene,108,2017,2017-01-08,HUANCAVELICA,1
08 Ene,108,2017,2017-01-08,AREQUIPA,14
08 Ene,108,2017,2017-01-08,HUANUCO,8
08 Ene,108,2017,2017-01-08,JUNIN,14
08 Ene,108,2017,2017-01-08,CALLAO,8
08 Ene,108,2017,2017-01-08,LIMA,64
08 Ene,108,2017,2017-01-08,APURIMAC,3
08 Ene,108,2017,2017-01-08,PIURA,6
08 Ene,108,2017,2017-01-08,ICA,6
08 Ene,108,2017,2017-01-08,ANCASH,7
08 Ene,108,2017,2017-01-08,LORETO,15
08 Ene,108,2017,2017-01-08,AMAZONAS,3
08 Ene,108,2017,2017-01-08,PUNO,14
08 Ene,108,2017,2017-01-08,TUMBES,1
08 Ene,108,2017,2017-01-08,TACNA,3
08 Ene,108,2017,2017-01-08,PASCO,2
08 Ene,108,2018,2018-01-08,PASCO,1
08 Ene,108,2018,2018-01-08,CAJAMARCA,7
08 Ene,108,2018,2018-01-08,HUANCAVELICA,6
08 Ene,108,2018,2018-01-08,SAN MARTIN,8
08 Ene,108,2018,2018-01-08,LORETO,4
08 Ene,108,2018,2018-01-08,MADRE DE DIOS,2
08 Ene,108,2018,2018-01-08,UCAYALI,4
08 Ene,108,2018,2018-01-08,LAMBAYEQUE,17
08 Ene,108,2018,2018-01-08,TACNA,5
08 Ene,108,2018,2018-01-08,MOQUEGUA,2
08 Ene,108,2018,2018-01-08,LA LIBERTAD,30
08 Ene,108,2018,2018-01-08,HUANUCO,4
08 Ene,108,2018,2018-01-08,JUNIN,19
08 Ene,108,2018,2018-01-08,ICA,15
08 Ene,108,2018,2018-01-08,PUNO,9
08 Ene,108,2018,2018-01-08,ANCASH,14
08 Ene,108,2018,2018-01-08,TUMBES,5
08 Ene,108,2018,2018-01-08,AREQUIPA,16
08 Ene,108,2018,2018-01-08,AMAZONAS,3
08 Ene,108,2018,2018-01-08,APURIMAC,4
08 Ene,108,2018,2018-01-08,AYACUCHO,2
08 Ene,108,2018,2018-01-08,CUSCO,20
08 Ene,108,2018,2018-01-08,LIMA,68
08 Ene,108,2018,2018-01-08,PIURA,9
08 Ene,108,2018,2018-01-08,EXTRANJERO,1
08 Ene,108,2018,2018-01-08,CALLAO,12
08 Ene,108,2019,2019-01-08,UCAYALI,5
08 Ene,108,2019,2019-01-08,HUANUCO,9
08 Ene,108,2019,2019-01-08,CALLAO,11
08 Ene,108,2019,2019-01-08,ANCASH,9
08 Ene,108,2019,2019-01-08,PUNO,14
08 Ene,108,2019,2019-01-08,SAN MARTIN,6
08 Ene,108,2019,2019-01-08,ICA,8
08 Ene,108,2019,2019-01-08,CAJAMARCA,8
08 Ene,108,2019,2019-01-08,MADRE DE DIOS,1
08 Ene,108,2019,2019-01-08,HUANCAVELICA,3
08 Ene,108,2019,2019-01-08,JUNIN,16
08 Ene,108,2019,2019-01-08,PIURA,25
08 Ene,108,2019,2019-01-08,SIN REGISTRO,1
08 Ene,108,2019,2019-01-08,LORETO,7
08 Ene,108,2019,2019-01-08,LIMA,102
08 Ene,108,2019,2019-01-08,AMAZONAS,3
08 Ene,108,2019,2019-01-08,PASCO,4
08 Ene,108,2019,2019-01-08,TACNA,1
08 Ene,108,2019,2019-01-08,LA LIBERTAD,19
08 Ene,108,2019,2019-01-08,EXTRANJERO,1
08 Ene,108,2019,2019-01-08,APURIMAC,8
08 Ene,108,2019,2019-01-08,LAMBAYEQUE,1
08 Ene,108,2019,2019-01-08,AYACUCHO,9
08 Ene,108,2019,2019-01-08,AREQUIPA,25
08 Ene,108,2019,2019-01-08,CUSCO,23
08 Ene,108,2019,2019-01-08,MOQUEGUA,4
08 Ene,108,2020,2020-01-08,AMAZONAS,2
08 Ene,108,2020,2020-01-08,APURIMAC,3
08 Ene,108,2020,2020-01-08,LIMA,102
08 Ene,108,2020,2020-01-08,AYACUCHO,4
08 Ene,108,2020,2020-01-08,CUSCO,22
08 Ene,108,2020,2020-01-08,ANCASH,18
08 Ene,108,2020,2020-01-08,PIURA,14
08 Ene,108,2020,2020-01-08,AREQUIPA,24
08 Ene,108,2020,2020-01-08,TACNA,2
08 Ene,108,2020,2020-01-08,MOQUEGUA,1
08 Ene,108,2020,2020-01-08,PUNO,14
08 Ene,108,2020,2020-01-08,LA LIBERTAD,23
08 Ene,108,2020,2020-01-08,LAMBAYEQUE,7
08 Ene,108,2020,2020-01-08,JUNIN,18
08 Ene,108,2020,2020-01-08,TUMBES,3
08 Ene,108,2020,2020-01-08,HUANUCO,9
08 Ene,108,2020,2020-01-08,CALLAO,19
08 Ene,108,2020,2020-01-08,PASCO,4
08 Ene,108,2020,2020-01-08,HUANCAVELICA,6
08 Ene,108,2020,2020-01-08,LORETO,11
08 Ene,108,2020,2020-01-08,MADRE DE DIOS,5
08 Ene,108,2020,2020-01-08,CAJAMARCA,11
08 Ene,108,2020,2020-01-08,UCAYALI,8
08 Ene,108,2020,2020-01-08,SAN MARTIN,10
08 Ene,108,2020,2020-01-08,ICA,10
08 Ene,108,2021,2021-01-08,PUNO,28
08 Ene,108,2021,2021-01-08,SAN MARTIN,12
08 Ene,108,2021,2021-01-08,LORETO,11
08 Ene,108,2021,2021-01-08,HUANUCO,19
08 Ene,108,2021,2021-01-08,MOQUEGUA,6
08 Ene,108,2021,2021-01-08,TUMBES,2
08 Ene,108,2021,2021-01-08,LAMBAYEQUE,13
08 Ene,108,2021,2021-01-08,JUNIN,25
08 Ene,108,2021,2021-01-08,UCAYALI,5
08 Ene,108,2021,2021-01-08,PASCO,5
08 Ene,108,2021,2021-01-08,AYACUCHO,4
08 Ene,108,2021,2021-01-08,MADRE DE DIOS,4
08 Ene,108,2021,2021-01-08,TACNA,6
08 Ene,108,2021,2021-01-08,AMAZONAS,3
08 Ene,108,2021,2021-01-08,PIURA,32
08 Ene,108,2021,2021-01-08,LIMA,209
08 Ene,108,2021,2021-01-08,CAJAMARCA,14
08 Ene,108,2021,2021-01-08,LA LIBERTAD,30
08 Ene,108,2021,2021-01-08,CALLAO,18
08 Ene,108,2021,2021-01-08,CUSCO,37
08 Ene,108,2021,2021-01-08,ICA,27
08 Ene,108,2021,2021-01-08,HUANCAVELICA,6
08 Ene,108,2021,2021-01-08,ANCASH,24
08 Ene,108,2021,2021-01-08,APURIMAC,15
08 Ene,108,2021,2021-01-08,AREQUIPA,36
09 Ene,109,2017,2017-01-09,LA LIBERTAD,20
09 Ene,109,2017,2017-01-09,AMAZONAS,1
09 Ene,109,2017,2017-01-09,TACNA,1
09 Ene,109,2017,2017-01-09,LIMA,56
09 Ene,109,2017,2017-01-09,PIURA,7
09 Ene,109,2017,2017-01-09,CAJAMARCA,5
09 Ene,109,2017,2017-01-09,ICA,10
09 Ene,109,2017,2017-01-09,PASCO,4
09 Ene,109,2017,2017-01-09,HUANUCO,3
09 Ene,109,2017,2017-01-09,TUMBES,4
09 Ene,109,2017,2017-01-09,PUNO,15
09 Ene,109,2017,2017-01-09,JUNIN,12
09 Ene,109,2017,2017-01-09,CALLAO,8
09 Ene,109,2017,2017-01-09,LORETO,6
09 Ene,109,2017,2017-01-09,ANCASH,7
09 Ene,109,2017,2017-01-09,MOQUEGUA,3
