NFECHA,IDX,TheYear,TheDate,CANT,DEPARTAMENTO
15 Dic,1215,2020,2020-12-15,9,AYACUCHO
15 Dic,1215,2020,2020-12-15,7,CAJAMARCA
15 Dic,1215,2020,2020-12-15,18,CALLAO
15 Dic,1215,2020,2020-12-15,17,CUSCO
15 Dic,1215,2020,2020-12-15,0,EXTRANJERO
15 Dic,1215,2020,2020-12-15,6,HUANCAVELICA
15 Dic,1215,2020,2020-12-15,8,HUANUCO
15 Dic,1215,2020,2020-12-15,9,ICA
15 Dic,1215,2020,2020-12-15,13,JUNIN
15 Dic,1215,2020,2020-12-15,26,LA LIBERTAD
15 Dic,1215,2020,2020-12-15,10,LAMBAYEQUE
15 Dic,1215,2020,2020-12-15,143,LIMA
15 Dic,1215,2020,2020-12-15,9,LORETO
15 Dic,1215,2020,2020-12-15,1,MADRE DE DIOS
15 Dic,1215,2020,2020-12-15,3,MOQUEGUA
15 Dic,1215,2020,2020-12-15,4,PASCO
15 Dic,1215,2020,2020-12-15,37,PIURA
15 Dic,1215,2020,2020-12-15,18,PUNO
15 Dic,1215,2020,2020-12-15,9,SAN MARTIN
15 Dic,1215,2020,2020-12-15,0,SIN REGISTRO
15 Dic,1215,2020,2020-12-15,3,TACNA
15 Dic,1215,2020,2020-12-15,6,TUMBES
15 Dic,1215,2020,2020-12-15,4,UCAYALI
16 Dic,1216,2020,2020-12-16,2,AMAZONAS
16 Dic,1216,2020,2020-12-16,16,ANCASH
16 Dic,1216,2020,2020-12-16,9,APURIMAC
16 Dic,1216,2020,2020-12-16,21,AREQUIPA
16 Dic,1216,2020,2020-12-16,12,AYACUCHO
16 Dic,1216,2020,2020-12-16,9,CAJAMARCA
16 Dic,1216,2020,2020-12-16,18,CALLAO
16 Dic,1216,2020,2020-12-16,18,CUSCO
16 Dic,1216,2020,2020-12-16,0,EXTRANJERO
16 Dic,1216,2020,2020-12-16,8,HUANCAVELICA
16 Dic,1216,2020,2020-12-16,7,HUANUCO
16 Dic,1216,2020,2020-12-16,23,ICA
16 Dic,1216,2020,2020-12-16,24,JUNIN
16 Dic,1216,2020,2020-12-16,26,LA LIBERTAD
16 Dic,1216,2020,2020-12-16,13,LAMBAYEQUE
16 Dic,1216,2020,2020-12-16,158,LIMA
16 Dic,1216,2020,2020-12-16,6,LORETO
16 Dic,1216,2020,2020-12-16,1,MADRE DE DIOS
16 Dic,1216,2020,2020-12-16,2,MOQUEGUA
16 Dic,1216,2020,2020-12-16,1,PASCO
16 Dic,1216,2020,2020-12-16,30,PIURA
16 Dic,1216,2020,2020-12-16,14,PUNO
16 Dic,1216,2020,2020-12-16,14,SAN MARTIN
16 Dic,1216,2020,2020-12-16,0,SIN REGISTRO
16 Dic,1216,2020,2020-12-16,4,TACNA
16 Dic,1216,2020,2020-12-16,4,TUMBES
16 Dic,1216,2020,2020-12-16,6,UCAYALI
17 Dic,1217,2020,2020-12-17,3,AMAZONAS
17 Dic,1217,2020,2020-12-17,22,ANCASH
17 Dic,1217,2020,2020-12-17,2,APURIMAC
17 Dic,1217,2020,2020-12-17,15,AREQUIPA
17 Dic,1217,2020,2020-12-17,7,AYACUCHO
17 Dic,1217,2020,2020-12-17,15,CAJAMARCA
17 Dic,1217,2020,2020-12-17,20,CALLAO
17 Dic,1217,2020,2020-12-17,25,CUSCO
17 Dic,1217,2020,2020-12-17,2,EXTRANJERO
17 Dic,1217,2020,2020-12-17,4,HUANCAVELICA
17 Dic,1217,2020,2020-12-17,7,HUANUCO
17 Dic,1217,2020,2020-12-17,17,ICA
17 Dic,1217,2020,2020-12-17,12,JUNIN
17 Dic,1217,2020,2020-12-17,32,LA LIBERTAD
17 Dic,1217,2020,2020-12-17,12,LAMBAYEQUE
17 Dic,1217,2020,2020-12-17,151,LIMA
17 Dic,1217,2020,2020-12-17,7,LORETO
17 Dic,1217,2020,2020-12-17,5,MADRE DE DIOS
17 Dic,1217,2020,2020-12-17,2,MOQUEGUA
17 Dic,1217,2020,2020-12-17,2,PASCO
17 Dic,1217,2020,2020-12-17,36,PIURA
17 Dic,1217,2020,2020-12-17,18,PUNO
17 Dic,1217,2020,2020-12-17,12,SAN MARTIN
17 Dic,1217,2020,2020-12-17,2,SIN REGISTRO
17 Dic,1217,2020,2020-12-17,1,TACNA
17 Dic,1217,2020,2020-12-17,2,TUMBES
17 Dic,1217,2020,2020-12-17,6,UCAYALI
18 Dic,1218,2020,2020-12-18,1,AMAZONAS
18 Dic,1218,2020,2020-12-18,16,ANCASH
18 Dic,1218,2020,2020-12-18,9,APURIMAC
18 Dic,1218,2020,2020-12-18,25,AREQUIPA
18 Dic,1218,2020,2020-12-18,10,AYACUCHO
18 Dic,1218,2020,2020-12-18,8,CAJAMARCA
18 Dic,1218,2020,2020-12-18,17,CALLAO
18 Dic,1218,2020,2020-12-18,20,CUSCO
18 Dic,1218,2020,2020-12-18,2,EXTRANJERO
18 Dic,1218,2020,2020-12-18,6,HUANCAVELICA
18 Dic,1218,2020,2020-12-18,15,HUANUCO
18 Dic,1218,2020,2020-12-18,18,ICA
18 Dic,1218,2020,2020-12-18,19,JUNIN
18 Dic,1218,2020,2020-12-18,24,LA LIBERTAD
18 Dic,1218,2020,2020-12-18,9,LAMBAYEQUE
18 Dic,1218,2020,2020-12-18,164,LIMA
18 Dic,1218,2020,2020-12-18,16,LORETO
18 Dic,1218,2020,2020-12-18,3,MADRE DE DIOS
18 Dic,1218,2020,2020-12-18,3,MOQUEGUA
18 Dic,1218,2020,2020-12-18,3,PASCO
18 Dic,1218,2020,2020-12-18,28,PIURA
18 Dic,1218,2020,2020-12-18,16,PUNO
18 Dic,1218,2020,2020-12-18,9,SAN MARTIN
18 Dic,1218,2020,2020-12-18,1,SIN REGISTRO
18 Dic,1218,2020,2020-12-18,2,TACNA
18 Dic,1218,2020,2020-12-18,5,TUMBES
18 Dic,1218,2020,2020-12-18,9,UCAYALI
19 Dic,1219,2020,2020-12-19,3,AMAZONAS
19 Dic,1219,2020,2020-12-19,18,ANCASH
19 Dic,1219,2020,2020-12-19,6,APURIMAC
19 Dic,1219,2020,2020-12-19,21,AREQUIPA
19 Dic,1219,2020,2020-12-19,9,AYACUCHO
19 Dic,1219,2020,2020-12-19,11,CAJAMARCA
19 Dic,1219,2020,2020-12-19,17,CALLAO
19 Dic,1219,2020,2020-12-19,20,CUSCO
19 Dic,1219,2020,2020-12-19,1,EXTRANJERO
19 Dic,1219,2020,2020-12-19,2,HUANCAVELICA
19 Dic,1219,2020,2020-12-19,13,HUANUCO
19 Dic,1219,2020,2020-12-19,17,ICA
19 Dic,1219,2020,2020-12-19,19,JUNIN
19 Dic,1219,2020,2020-12-19,41,LA LIBERTAD
19 Dic,1219,2020,2020-12-19,13,LAMBAYEQUE
19 Dic,1219,2020,2020-12-19,164,LIMA
19 Dic,1219,2020,2020-12-19,9,LORETO
19 Dic,1219,2020,2020-12-19,3,MADRE DE DIOS
19 Dic,1219,2020,2020-12-19,3,MOQUEGUA
19 Dic,1219,2020,2020-12-19,5,PASCO
19 Dic,1219,2020,2020-12-19,36,PIURA
19 Dic,1219,2020,2020-12-19,22,PUNO
19 Dic,1219,2020,2020-12-19,5,SAN MARTIN
19 Dic,1219,2020,2020-12-19,0,SIN REGISTRO
19 Dic,1219,2020,2020-12-19,5,TACNA
19 Dic,1219,2020,2020-12-19,5,TUMBES
19 Dic,1219,2020,2020-12-19,7,UCAYALI
20 Dic,1220,2020,2020-12-20,2,AMAZONAS
20 Dic,1220,2020,2020-12-20,25,ANCASH
20 Dic,1220,2020,2020-12-20,8,APURIMAC
20 Dic,1220,2020,2020-12-20,14,AREQUIPA
20 Dic,1220,2020,2020-12-20,10,AYACUCHO
20 Dic,1220,2020,2020-12-20,12,CAJAMARCA
20 Dic,1220,2020,2020-12-20,15,CALLAO
20 Dic,1220,2020,2020-12-20,19,CUSCO
20 Dic,1220,2020,2020-12-20,0,EXTRANJERO
20 Dic,1220,2020,2020-12-20,7,HUANCAVELICA
20 Dic,1220,2020,2020-12-20,17,HUANUCO
20 Dic,1220,2020,2020-12-20,25,ICA
20 Dic,1220,2020,2020-12-20,19,JUNIN
20 Dic,1220,2020,2020-12-20,30,LA LIBERTAD
20 Dic,1220,2020,2020-12-20,11,LAMBAYEQUE
20 Dic,1220,2020,2020-12-20,159,LIMA
20 Dic,1220,2020,2020-12-20,8,LORETO
20 Dic,1220,2020,2020-12-20,3,MADRE DE DIOS
20 Dic,1220,2020,2020-12-20,2,MOQUEGUA
20 Dic,1220,2020,2020-12-20,8,PASCO
20 Dic,1220,2020,2020-12-20,40,PIURA
20 Dic,1220,2020,2020-12-20,20,PUNO
20 Dic,1220,2020,2020-12-20,7,SAN MARTIN
20 Dic,1220,2020,2020-12-20,0,SIN REGISTRO
20 Dic,1220,2020,2020-12-20,4,TACNA
20 Dic,1220,2020,2020-12-20,5,TUMBES
20 Dic,1220,2020,2020-12-20,5,UCAYALI
21 Dic,1221,2020,2020-12-21,2,AMAZONAS
21 Dic,1221,2020,2020-12-21,19,ANCASH
21 Dic,1221,2020,2020-12-21,8,APURIMAC
21 Dic,1221,2020,2020-12-21,23,AREQUIPA
21 Dic,1221,2020,2020-12-21,10,AYACUCHO
21 Dic,1221,2020,2020-12-21,15,CAJAMARCA
21 Dic,1221,2020,2020-12-21,17,CALLAO
21 Dic,1221,2020,2020-12-21,20,CUSCO
21 Dic,1221,2020,2020-12-21,0,EXTRANJERO
21 Dic,1221,2020,2020-12-21,10,HUANCAVELICA
21 Dic,1221,2020,2020-12-21,11,HUANUCO
21 Dic,1221,2020,2020-12-21,11,ICA
21 Dic,1221,2020,2020-12-21,13,JUNIN
21 Dic,1221,2020,2020-12-21,25,LA LIBERTAD
21 Dic,1221,2020,2020-12-21,21,LAMBAYEQUE
21 Dic,1221,2020,2020-12-21,160,LIMA
21 Dic,1221,2020,2020-12-21,4,LORETO
21 Dic,1221,2020,2020-12-21,0,MADRE DE DIOS
21 Dic,1221,2020,2020-12-21,3,MOQUEGUA
21 Dic,1221,2020,2020-12-21,5,PASCO
21 Dic,1221,2020,2020-12-21,35,PIURA
21 Dic,1221,2020,2020-12-21,18,PUNO
21 Dic,1221,2020,2020-12-21,13,SAN MARTIN
21 Dic,1221,2020,2020-12-21,0,SIN REGISTRO
21 Dic,1221,2020,2020-12-21,2,TACNA
21 Dic,1221,2020,2020-12-21,7,TUMBES
21 Dic,1221,2020,2020-12-21,3,UCAYALI
22 Dic,1222,2020,2020-12-22,2,AMAZONAS
22 Dic,1222,2020,2020-12-22,19,ANCASH
22 Dic,1222,2020,2020-12-22,5,APURIMAC
22 Dic,1222,2020,2020-12-22,33,AREQUIPA
22 Dic,1222,2020,2020-12-22,2,AYACUCHO
22 Dic,1222,2020,2020-12-22,9,CAJAMARCA
22 Dic,1222,2020,2020-12-22,14,CALLAO
22 Dic,1222,2020,2020-12-22,18,CUSCO
22 Dic,1222,2020,2020-12-22,2,EXTRANJERO
22 Dic,1222,2020,2020-12-22,3,HUANCAVELICA
22 Dic,1222,2020,2020-12-22,9,HUANUCO
22 Dic,1222,2020,2020-12-22,20,ICA
22 Dic,1222,2020,2020-12-22,20,JUNIN
22 Dic,1222,2020,2020-12-22,33,LA LIBERTAD
22 Dic,1222,2020,2020-12-22,8,LAMBAYEQUE
22 Dic,1222,2020,2020-12-22,143,LIMA
22 Dic,1222,2020,2020-12-22,12,LORETO
22 Dic,1222,2020,2020-12-22,3,MADRE DE DIOS
22 Dic,1222,2020,2020-12-22,3,MOQUEGUA
22 Dic,1222,2020,2020-12-22,1,PASCO
22 Dic,1222,2020,2020-12-22,25,PIURA
22 Dic,1222,2020,2020-12-22,21,PUNO
22 Dic,1222,2020,2020-12-22,10,SAN MARTIN
22 Dic,1222,2020,2020-12-22,1,SIN REGISTRO
22 Dic,1222,2020,2020-12-22,0,TACNA
22 Dic,1222,2020,2020-12-22,1,TUMBES
22 Dic,1222,2020,2020-12-22,7,UCAYALI
23 Dic,1223,2020,2020-12-23,3,AMAZONAS
23 Dic,1223,2020,2020-12-23,17,ANCASH
23 Dic,1223,2020,2020-12-23,8,APURIMAC
23 Dic,1223,2020,2020-12-23,32,AREQUIPA
23 Dic,1223,2020,2020-12-23,8,AYACUCHO
23 Dic,1223,2020,2020-12-23,13,CAJAMARCA
23 Dic,1223,2020,2020-12-23,16,CALLAO
23 Dic,1223,2020,2020-12-23,22,CUSCO
23 Dic,1223,2020,2020-12-23,0,EXTRANJERO
23 Dic,1223,2020,2020-12-23,2,HUANCAVELICA
23 Dic,1223,2020,2020-12-23,7,HUANUCO
23 Dic,1223,2020,2020-12-23,25,ICA
23 Dic,1223,2020,2020-12-23,21,JUNIN
23 Dic,1223,2020,2020-12-23,39,LA LIBERTAD
23 Dic,1223,2020,2020-12-23,12,LAMBAYEQUE
23 Dic,1223,2020,2020-12-23,150,LIMA
23 Dic,1223,2020,2020-12-23,8,LORETO
23 Dic,1223,2020,2020-12-23,2,MADRE DE DIOS
23 Dic,1223,2020,2020-12-23,5,MOQUEGUA
23 Dic,1223,2020,2020-12-23,5,PASCO
23 Dic,1223,2020,2020-12-23,23,PIURA
23 Dic,1223,2020,2020-12-23,15,PUNO
23 Dic,1223,2020,2020-12-23,9,SAN MARTIN
23 Dic,1223,2020,2020-12-23,0,SIN REGISTRO
23 Dic,1223,2020,2020-12-23,4,TACNA
23 Dic,1223,2020,2020-12-23,4,TUMBES
23 Dic,1223,2020,2020-12-23,6,UCAYALI
24 Dic,1224,2020,2020-12-24,3,AMAZONAS
24 Dic,1224,2020,2020-12-24,17,ANCASH
24 Dic,1224,2020,2020-12-24,10,APURIMAC
24 Dic,1224,2020,2020-12-24,28,AREQUIPA
24 Dic,1224,2020,2020-12-24,14,AYACUCHO
24 Dic,1224,2020,2020-12-24,9,CAJAMARCA
24 Dic,1224,2020,2020-12-24,17,CALLAO
24 Dic,1224,2020,2020-12-24,23,CUSCO
24 Dic,1224,2020,2020-12-24,0,EXTRANJERO
24 Dic,1224,2020,2020-12-24,5,HUANCAVELICA
24 Dic,1224,2020,2020-12-24,14,HUANUCO
24 Dic,1224,2020,2020-12-24,8,ICA
24 Dic,1224,2020,2020-12-24,18,JUNIN
24 Dic,1224,2020,2020-12-24,23,LA LIBERTAD
24 Dic,1224,2020,2020-12-24,14,LAMBAYEQUE
24 Dic,1224,2020,2020-12-24,153,LIMA
24 Dic,1224,2020,2020-12-24,15,LORETO
24 Dic,1224,2020,2020-12-24,0,MADRE DE DIOS
24 Dic,1224,2020,2020-12-24,1,MOQUEGUA
24 Dic,1224,2020,2020-12-24,7,PASCO
24 Dic,1224,2020,2020-12-24,24,PIURA
24 Dic,1224,2020,2020-12-24,18,PUNO
24 Dic,1224,2020,2020-12-24,6,SAN MARTIN
24 Dic,1224,2020,2020-12-24,1,SIN REGISTRO
24 Dic,1224,2020,2020-12-24,4,TACNA
24 Dic,1224,2020,2020-12-24,6,TUMBES
24 Dic,1224,2020,2020-12-24,4,UCAYALI
25 Dic,1225,2020,2020-12-25,4,AMAZONAS
25 Dic,1225,2020,2020-12-25,15,ANCASH
25 Dic,1225,2020,2020-12-25,8,APURIMAC
25 Dic,1225,2020,2020-12-25,21,AREQUIPA
25 Dic,1225,2020,2020-12-25,12,AYACUCHO
25 Dic,1225,2020,2020-12-25,15,CAJAMARCA
25 Dic,1225,2020,2020-12-25,15,CALLAO
25 Dic,1225,2020,2020-12-25,25,CUSCO
25 Dic,1225,2020,2020-12-25,1,EXTRANJERO
25 Dic,1225,2020,2020-12-25,8,HUANCAVELICA
25 Dic,1225,2020,2020-12-25,7,HUANUCO
25 Dic,1225,2020,2020-12-25,14,ICA
25 Dic,1225,2020,2020-12-25,22,JUNIN
25 Dic,1225,2020,2020-12-25,38,LA LIBERTAD
25 Dic,1225,2020,2020-12-25,20,LAMBAYEQUE
25 Dic,1225,2020,2020-12-25,174,LIMA
25 Dic,1225,2020,2020-12-25,11,LORETO
25 Dic,1225,2020,2020-12-25,1,MADRE DE DIOS
25 Dic,1225,2020,2020-12-25,3,MOQUEGUA
25 Dic,1225,2020,2020-12-25,5,PASCO
25 Dic,1225,2020,2020-12-25,33,PIURA
25 Dic,1225,2020,2020-12-25,24,PUNO
25 Dic,1225,2020,2020-12-25,14,SAN MARTIN
25 Dic,1225,2020,2020-12-25,0,SIN REGISTRO
25 Dic,1225,2020,2020-12-25,1,TACNA
25 Dic,1225,2020,2020-12-25,1,TUMBES
25 Dic,1225,2020,2020-12-25,4,UCAYALI
26 Dic,1226,2020,2020-12-26,1,AMAZONAS
26 Dic,1226,2020,2020-12-26,22,ANCASH
26 Dic,1226,2020,2020-12-26,7,APURIMAC
26 Dic,1226,2020,2020-12-26,29,AREQUIPA
26 Dic,1226,2020,2020-12-26,17,AYACUCHO
26 Dic,1226,2020,2020-12-26,16,CAJAMARCA
26 Dic,1226,2020,2020-12-26,16,CALLAO
26 Dic,1226,2020,2020-12-26,23,CUSCO
26 Dic,1226,2020,2020-12-26,1,EXTRANJERO
26 Dic,1226,2020,2020-12-26,4,HUANCAVELICA
26 Dic,1226,2020,2020-12-26,17,HUANUCO
26 Dic,1226,2020,2020-12-26,13,ICA
26 Dic,1226,2020,2020-12-26,19,JUNIN
26 Dic,1226,2020,2020-12-26,37,LA LIBERTAD
26 Dic,1226,2020,2020-12-26,9,LAMBAYEQUE
26 Dic,1226,2020,2020-12-26,160,LIMA
26 Dic,1226,2020,2020-12-26,14,LORETO
26 Dic,1226,2020,2020-12-26,1,MADRE DE DIOS
26 Dic,1226,2020,2020-12-26,5,MOQUEGUA
26 Dic,1226,2020,2020-12-26,4,PASCO
26 Dic,1226,2020,2020-12-26,40,PIURA
26 Dic,1226,2020,2020-12-26,13,PUNO
26 Dic,1226,2020,2020-12-26,11,SAN MARTIN
26 Dic,1226,2020,2020-12-26,0,SIN REGISTRO
26 Dic,1226,2020,2020-12-26,4,TACNA
26 Dic,1226,2020,2020-12-26,6,TUMBES
26 Dic,1226,2020,2020-12-26,8,UCAYALI
27 Dic,1227,2020,2020-12-27,3,AMAZONAS
27 Dic,1227,2020,2020-12-27,16,ANCASH
27 Dic,1227,2020,2020-12-27,10,APURIMAC
27 Dic,1227,2020,2020-12-27,34,AREQUIPA
27 Dic,1227,2020,2020-12-27,9,AYACUCHO
27 Dic,1227,2020,2020-12-27,12,CAJAMARCA
27 Dic,1227,2020,2020-12-27,17,CALLAO
27 Dic,1227,2020,2020-12-27,16,CUSCO
27 Dic,1227,2020,2020-12-27,1,EXTRANJERO
27 Dic,1227,2020,2020-12-27,7,HUANCAVELICA
27 Dic,1227,2020,2020-12-27,14,HUANUCO
27 Dic,1227,2020,2020-12-27,13,ICA
27 Dic,1227,2020,2020-12-27,25,JUNIN
27 Dic,1227,2020,2020-12-27,29,LA LIBERTAD
27 Dic,1227,2020,2020-12-27,12,LAMBAYEQUE
27 Dic,1227,2020,2020-12-27,177,LIMA
27 Dic,1227,2020,2020-12-27,13,LORETO
27 Dic,1227,2020,2020-12-27,1,MADRE DE DIOS
27 Dic,1227,2020,2020-12-27,0,MOQUEGUA
27 Dic,1227,2020,2020-12-27,6,PASCO
27 Dic,1227,2020,2020-12-27,34,PIURA
27 Dic,1227,2020,2020-12-27,17,PUNO
27 Dic,1227,2020,2020-12-27,10,SAN MARTIN
27 Dic,1227,2020,2020-12-27,0,SIN REGISTRO
27 Dic,1227,2020,2020-12-27,2,TACNA
27 Dic,1227,2020,2020-12-27,1,TUMBES
27 Dic,1227,2020,2020-12-27,4,UCAYALI
28 Dic,1228,2020,2020-12-28,5,AMAZONAS
28 Dic,1228,2020,2020-12-28,24,ANCASH
28 Dic,1228,2020,2020-12-28,10,APURIMAC
28 Dic,1228,2020,2020-12-28,20,AREQUIPA
28 Dic,1228,2020,2020-12-28,14,AYACUCHO
28 Dic,1228,2020,2020-12-28,12,CAJAMARCA
28 Dic,1228,2020,2020-12-28,19,CALLAO
28 Dic,1228,2020,2020-12-28,21,CUSCO
28 Dic,1228,2020,2020-12-28,0,EXTRANJERO
28 Dic,1228,2020,2020-12-28,9,HUANCAVELICA
28 Dic,1228,2020,2020-12-28,10,HUANUCO
28 Dic,1228,2020,2020-12-28,17,ICA
28 Dic,1228,2020,2020-12-28,20,JUNIN
28 Dic,1228,2020,2020-12-28,36,LA LIBERTAD
28 Dic,1228,2020,2020-12-28,12,LAMBAYEQUE
28 Dic,1228,2020,2020-12-28,183,LIMA
28 Dic,1228,2020,2020-12-28,9,LORETO
28 Dic,1228,2020,2020-12-28,1,MADRE DE DIOS
28 Dic,1228,2020,2020-12-28,1,MOQUEGUA
28 Dic,1228,2020,2020-12-28,2,PASCO
28 Dic,1228,2020,2020-12-28,30,PIURA
28 Dic,1228,2020,2020-12-28,17,PUNO
28 Dic,1228,2020,2020-12-28,9,SAN MARTIN
28 Dic,1228,2020,2020-12-28,0,SIN REGISTRO
28 Dic,1228,2020,2020-12-28,9,TACNA
28 Dic,1228,2020,2020-12-28,2,TUMBES
28 Dic,1228,2020,2020-12-28,7,UCAYALI
29 Dic,1229,2020,2020-12-29,1,AMAZONAS
29 Dic,1229,2020,2020-12-29,16,ANCASH
29 Dic,1229,2020,2020-12-29,10,APURIMAC
29 Dic,1229,2020,2020-12-29,29,AREQUIPA
29 Dic,1229,2020,2020-12-29,8,AYACUCHO
29 Dic,1229,2020,2020-12-29,10,CAJAMARCA
29 Dic,1229,2020,2020-12-29,16,CALLAO
29 Dic,1229,2020,2020-12-29,20,CUSCO
29 Dic,1229,2020,2020-12-29,1,EXTRANJERO
29 Dic,1229,2020,2020-12-29,5,HUANCAVELICA
29 Dic,1229,2020,2020-12-29,15,HUANUCO
29 Dic,1229,2020,2020-12-29,15,ICA
29 Dic,1229,2020,2020-12-29,17,JUNIN
29 Dic,1229,2020,2020-12-29,20,LA LIBERTAD
29 Dic,1229,2020,2020-12-29,10,LAMBAYEQUE
29 Dic,1229,2020,2020-12-29,163,LIMA
29 Dic,1229,2020,2020-12-29,4,LORETO
29 Dic,1229,2020,2020-12-29,1,MADRE DE DIOS
29 Dic,1229,2020,2020-12-29,7,MOQUEGUA
29 Dic,1229,2020,2020-12-29,1,PASCO
29 Dic,1229,2020,2020-12-29,33,PIURA
29 Dic,1229,2020,2020-12-29,22,PUNO
29 Dic,1229,2020,2020-12-29,8,SAN MARTIN
29 Dic,1229,2020,2020-12-29,0,SIN REGISTRO
29 Dic,1229,2020,2020-12-29,3,TACNA
29 Dic,1229,2020,2020-12-29,3,TUMBES
29 Dic,1229,2020,2020-12-29,5,UCAYALI
30 Dic,1230,2020,2020-12-30,2,AMAZONAS
30 Dic,1230,2020,2020-12-30,15,ANCASH
30 Dic,1230,2020,2020-12-30,10,APURIMAC
30 Dic,1230,2020,2020-12-30,39,AREQUIPA
30 Dic,1230,2020,2020-12-30,10,AYACUCHO
30 Dic,1230,2020,2020-12-30,7,CAJAMARCA
30 Dic,1230,2020,2020-12-30,25,CALLAO
30 Dic,1230,2020,2020-12-30,22,CUSCO
30 Dic,1230,2020,2020-12-30,1,EXTRANJERO
30 Dic,1230,2020,2020-12-30,8,HUANCAVELICA
30 Dic,1230,2020,2020-12-30,15,HUANUCO
30 Dic,1230,2020,2020-12-30,21,ICA
30 Dic,1230,2020,2020-12-30,23,JUNIN
30 Dic,1230,2020,2020-12-30,35,LA LIBERTAD
30 Dic,1230,2020,2020-12-30,12,LAMBAYEQUE
30 Dic,1230,2020,2020-12-30,159,LIMA
30 Dic,1230,2020,2020-12-30,11,LORETO
30 Dic,1230,2020,2020-12-30,4,MADRE DE DIOS
30 Dic,1230,2020,2020-12-30,3,MOQUEGUA
30 Dic,1230,2020,2020-12-30,1,PASCO
30 Dic,1230,2020,2020-12-30,31,PIURA
30 Dic,1230,2020,2020-12-30,20,PUNO
30 Dic,1230,2020,2020-12-30,14,SAN MARTIN
30 Dic,1230,2020,2020-12-30,0,SIN REGISTRO
30 Dic,1230,2020,2020-12-30,4,TACNA
30 Dic,1230,2020,2020-12-30,2,TUMBES
30 Dic,1230,2020,2020-12-30,6,UCAYALI
31 Dic,1231,2020,2020-12-31,1,AMAZONAS
31 Dic,1231,2020,2020-12-31,24,ANCASH
31 Dic,1231,2020,2020-12-31,11,APURIMAC
31 Dic,1231,2020,2020-12-31,23,AREQUIPA
31 Dic,1231,2020,2020-12-31,6,AYACUCHO
31 Dic,1231,2020,2020-12-31,11,CAJAMARCA
31 Dic,1231,2020,2020-12-31,20,CALLAO
31 Dic,1231,2020,2020-12-31,18,CUSCO
31 Dic,1231,2020,2020-12-31,2,EXTRANJERO
31 Dic,1231,2020,2020-12-31,6,HUANCAVELICA
31 Dic,1231,2020,2020-12-31,18,HUANUCO
31 Dic,1231,2020,2020-12-31,19,ICA
31 Dic,1231,2020,2020-12-31,25,JUNIN
31 Dic,1231,2020,2020-12-31,31,LA LIBERTAD
31 Dic,1231,2020,2020-12-31,11,LAMBAYEQUE
31 Dic,1231,2020,2020-12-31,145,LIMA
31 Dic,1231,2020,2020-12-31,14,LORETO
31 Dic,1231,2020,2020-12-31,3,MADRE DE DIOS
31 Dic,1231,2020,2020-12-31,7,MOQUEGUA
31 Dic,1231,2020,2020-12-31,7,PASCO
31 Dic,1231,2020,2020-12-31,35,PIURA
31 Dic,1231,2020,2020-12-31,22,PUNO
31 Dic,1231,2020,2020-12-31,8,SAN MARTIN
31 Dic,1231,2020,2020-12-31,0,SIN REGISTRO
31 Dic,1231,2020,2020-12-31,4,TACNA
31 Dic,1231,2020,2020-12-31,4,TUMBES
31 Dic,1231,2020,2020-12-31,3,UCAYALI
01 Ene,101,2021,2021-01-01,3,AMAZONAS
01 Ene,101,2021,2021-01-01,19,ANCASH
01 Ene,101,2021,2021-01-01,9,APURIMAC
01 Ene,101,2021,2021-01-01,35,AREQUIPA
01 Ene,101,2021,2021-01-01,7,AYACUCHO
01 Ene,101,2021,2021-01-01,14,CAJAMARCA
01 Ene,101,2021,2021-01-01,12,CALLAO
01 Ene,101,2021,2021-01-01,18,CUSCO
01 Ene,101,2021,2021-01-01,0,EXTRANJERO
01 Ene,101,2021,2021-01-01,8,HUANCAVELICA
01 Ene,101,2021,2021-01-01,9,HUANUCO
01 Ene,101,2021,2021-01-01,13,ICA
01 Ene,101,2021,2021-01-01,26,JUNIN
01 Ene,101,2021,2021-01-01,31,LA LIBERTAD
01 Ene,101,2021,2021-01-01,12,LAMBAYEQUE
01 Ene,101,2021,2021-01-01,186,LIMA
01 Ene,101,2021,2021-01-01,13,LORETO
01 Ene,101,2021,2021-01-01,4,MADRE DE DIOS
01 Ene,101,2021,2021-01-01,8,MOQUEGUA
01 Ene,101,2021,2021-01-01,5,PASCO
01 Ene,101,2021,2021-01-01,40,PIURA
01 Ene,101,2021,2021-01-01,19,PUNO
01 Ene,101,2021,2021-01-01,11,SAN MARTIN
01 Ene,101,2021,2021-01-01,0,SIN REGISTRO
01 Ene,101,2021,2021-01-01,8,TACNA
01 Ene,101,2021,2021-01-01,2,TUMBES
01 Ene,101,2021,2021-01-01,5,UCAYALI
02 Ene,102,2021,2021-01-02,3,AMAZONAS
02 Ene,102,2021,2021-01-02,19,ANCASH
02 Ene,102,2021,2021-01-02,10,APURIMAC
02 Ene,102,2021,2021-01-02,34,AREQUIPA
02 Ene,102,2021,2021-01-02,12,AYACUCHO
02 Ene,102,2021,2021-01-02,14,CAJAMARCA
02 Ene,102,2021,2021-01-02,16,CALLAO
02 Ene,102,2021,2021-01-02,12,CUSCO
02 Ene,102,2021,2021-01-02,1,EXTRANJERO
02 Ene,102,2021,2021-01-02,9,HUANCAVELICA
02 Ene,102,2021,2021-01-02,10,HUANUCO
02 Ene,102,2021,2021-01-02,16,ICA
