NFECHA,IDX,TheYear,TheDate,CANT,DEPARTAMENTO
26 May,526,2018,2018-05-26,4,TACNA
26 May,526,2018,2018-05-26,3,TUMBES
26 May,526,2018,2018-05-26,10,UCAYALI
27 May,527,2018,2018-05-27,1,AMAZONAS
27 May,527,2018,2018-05-27,25,ANCASH
27 May,527,2018,2018-05-27,2,APURIMAC
27 May,527,2018,2018-05-27,20,AREQUIPA
27 May,527,2018,2018-05-27,4,AYACUCHO
27 May,527,2018,2018-05-27,15,CAJAMARCA
27 May,527,2018,2018-05-27,15,CALLAO
27 May,527,2018,2018-05-27,17,CUSCO
27 May,527,2018,2018-05-27,0,EXTRANJERO
27 May,527,2018,2018-05-27,6,HUANCAVELICA
27 May,527,2018,2018-05-27,9,HUANUCO
27 May,527,2018,2018-05-27,11,ICA
27 May,527,2018,2018-05-27,11,JUNIN
27 May,527,2018,2018-05-27,20,LA LIBERTAD
27 May,527,2018,2018-05-27,22,LAMBAYEQUE
27 May,527,2018,2018-05-27,96,LIMA
27 May,527,2018,2018-05-27,6,LORETO
27 May,527,2018,2018-05-27,1,MADRE DE DIOS
27 May,527,2018,2018-05-27,3,MOQUEGUA
27 May,527,2018,2018-05-27,2,PASCO
27 May,527,2018,2018-05-27,17,PIURA
27 May,527,2018,2018-05-27,19,PUNO
27 May,527,2018,2018-05-27,7,SAN MARTIN
27 May,527,2018,2018-05-27,0,SIN REGISTRO
27 May,527,2018,2018-05-27,4,TACNA
27 May,527,2018,2018-05-27,1,TUMBES
27 May,527,2018,2018-05-27,6,UCAYALI
28 May,528,2018,2018-05-28,4,AMAZONAS
28 May,528,2018,2018-05-28,17,ANCASH
28 May,528,2018,2018-05-28,3,APURIMAC
28 May,528,2018,2018-05-28,12,AREQUIPA
28 May,528,2018,2018-05-28,7,AYACUCHO
28 May,528,2018,2018-05-28,8,CAJAMARCA
28 May,528,2018,2018-05-28,19,CALLAO
28 May,528,2018,2018-05-28,17,CUSCO
28 May,528,2018,2018-05-28,2,EXTRANJERO
28 May,528,2018,2018-05-28,8,HUANCAVELICA
28 May,528,2018,2018-05-28,8,HUANUCO
28 May,528,2018,2018-05-28,15,ICA
28 May,528,2018,2018-05-28,13,JUNIN
28 May,528,2018,2018-05-28,20,LA LIBERTAD
28 May,528,2018,2018-05-28,19,LAMBAYEQUE
28 May,528,2018,2018-05-28,87,LIMA
28 May,528,2018,2018-05-28,5,LORETO
28 May,528,2018,2018-05-28,1,MADRE DE DIOS
28 May,528,2018,2018-05-28,1,MOQUEGUA
28 May,528,2018,2018-05-28,0,PASCO
28 May,528,2018,2018-05-28,21,PIURA
28 May,528,2018,2018-05-28,18,PUNO
28 May,528,2018,2018-05-28,10,SAN MARTIN
28 May,528,2018,2018-05-28,4,SIN REGISTRO
28 May,528,2018,2018-05-28,3,TACNA
28 May,528,2018,2018-05-28,2,TUMBES
28 May,528,2018,2018-05-28,8,UCAYALI
29 May,529,2018,2018-05-29,4,AMAZONAS
29 May,529,2018,2018-05-29,12,ANCASH
29 May,529,2018,2018-05-29,6,APURIMAC
29 May,529,2018,2018-05-29,10,AREQUIPA
29 May,529,2018,2018-05-29,6,AYACUCHO
29 May,529,2018,2018-05-29,9,CAJAMARCA
29 May,529,2018,2018-05-29,8,CALLAO
29 May,529,2018,2018-05-29,11,CUSCO
29 May,529,2018,2018-05-29,1,EXTRANJERO
29 May,529,2018,2018-05-29,9,HUANCAVELICA
29 May,529,2018,2018-05-29,11,HUANUCO
29 May,529,2018,2018-05-29,17,ICA
29 May,529,2018,2018-05-29,18,JUNIN
29 May,529,2018,2018-05-29,20,LA LIBERTAD
29 May,529,2018,2018-05-29,12,LAMBAYEQUE
29 May,529,2018,2018-05-29,112,LIMA
29 May,529,2018,2018-05-29,8,LORETO
29 May,529,2018,2018-05-29,2,MADRE DE DIOS
29 May,529,2018,2018-05-29,0,MOQUEGUA
29 May,529,2018,2018-05-29,3,PASCO
29 May,529,2018,2018-05-29,22,PIURA
29 May,529,2018,2018-05-29,12,PUNO
29 May,529,2018,2018-05-29,8,SAN MARTIN
29 May,529,2018,2018-05-29,1,SIN REGISTRO
29 May,529,2018,2018-05-29,5,TACNA
29 May,529,2018,2018-05-29,1,TUMBES
29 May,529,2018,2018-05-29,6,UCAYALI
30 May,530,2018,2018-05-30,0,AMAZONAS
30 May,530,2018,2018-05-30,12,ANCASH
30 May,530,2018,2018-05-30,3,APURIMAC
30 May,530,2018,2018-05-30,13,AREQUIPA
30 May,530,2018,2018-05-30,9,AYACUCHO
30 May,530,2018,2018-05-30,14,CAJAMARCA
30 May,530,2018,2018-05-30,15,CALLAO
30 May,530,2018,2018-05-30,16,CUSCO
30 May,530,2018,2018-05-30,1,EXTRANJERO
30 May,530,2018,2018-05-30,4,HUANCAVELICA
30 May,530,2018,2018-05-30,4,HUANUCO
30 May,530,2018,2018-05-30,7,ICA
30 May,530,2018,2018-05-30,16,JUNIN
30 May,530,2018,2018-05-30,22,LA LIBERTAD
30 May,530,2018,2018-05-30,14,LAMBAYEQUE
30 May,530,2018,2018-05-30,77,LIMA
30 May,530,2018,2018-05-30,10,LORETO
30 May,530,2018,2018-05-30,0,MADRE DE DIOS
30 May,530,2018,2018-05-30,1,MOQUEGUA
30 May,530,2018,2018-05-30,1,PASCO
30 May,530,2018,2018-05-30,17,PIURA
30 May,530,2018,2018-05-30,12,PUNO
30 May,530,2018,2018-05-30,11,SAN MARTIN
30 May,530,2018,2018-05-30,0,SIN REGISTRO
30 May,530,2018,2018-05-30,7,TACNA
30 May,530,2018,2018-05-30,5,TUMBES
30 May,530,2018,2018-05-30,2,UCAYALI
31 May,531,2018,2018-05-31,0,AMAZONAS
31 May,531,2018,2018-05-31,9,ANCASH
31 May,531,2018,2018-05-31,2,APURIMAC
31 May,531,2018,2018-05-31,20,AREQUIPA
31 May,531,2018,2018-05-31,7,AYACUCHO
31 May,531,2018,2018-05-31,14,CAJAMARCA
31 May,531,2018,2018-05-31,13,CALLAO
31 May,531,2018,2018-05-31,19,CUSCO
31 May,531,2018,2018-05-31,1,EXTRANJERO
31 May,531,2018,2018-05-31,5,HUANCAVELICA
31 May,531,2018,2018-05-31,7,HUANUCO
31 May,531,2018,2018-05-31,8,ICA
31 May,531,2018,2018-05-31,16,JUNIN
31 May,531,2018,2018-05-31,23,LA LIBERTAD
31 May,531,2018,2018-05-31,13,LAMBAYEQUE
31 May,531,2018,2018-05-31,88,LIMA
31 May,531,2018,2018-05-31,5,LORETO
31 May,531,2018,2018-05-31,2,MADRE DE DIOS
31 May,531,2018,2018-05-31,2,MOQUEGUA
31 May,531,2018,2018-05-31,0,PASCO
31 May,531,2018,2018-05-31,18,PIURA
31 May,531,2018,2018-05-31,21,PUNO
31 May,531,2018,2018-05-31,8,SAN MARTIN
31 May,531,2018,2018-05-31,1,SIN REGISTRO
31 May,531,2018,2018-05-31,4,TACNA
31 May,531,2018,2018-05-31,2,TUMBES
31 May,531,2018,2018-05-31,6,UCAYALI
01 Jun,601,2018,2018-06-01,4,AMAZONAS
01 Jun,601,2018,2018-06-01,11,ANCASH
01 Jun,601,2018,2018-06-01,4,APURIMAC
01 Jun,601,2018,2018-06-01,19,AREQUIPA
01 Jun,601,2018,2018-06-01,3,AYACUCHO
01 Jun,601,2018,2018-06-01,12,CAJAMARCA
01 Jun,601,2018,2018-06-01,13,CALLAO
01 Jun,601,2018,2018-06-01,23,CUSCO
01 Jun,601,2018,2018-06-01,0,EXTRANJERO
01 Jun,601,2018,2018-06-01,7,HUANCAVELICA
01 Jun,601,2018,2018-06-01,5,HUANUCO
01 Jun,601,2018,2018-06-01,12,ICA
01 Jun,601,2018,2018-06-01,10,JUNIN
01 Jun,601,2018,2018-06-01,22,LA LIBERTAD
01 Jun,601,2018,2018-06-01,10,LAMBAYEQUE
01 Jun,601,2018,2018-06-01,101,LIMA
01 Jun,601,2018,2018-06-01,4,LORETO
01 Jun,601,2018,2018-06-01,0,MADRE DE DIOS
01 Jun,601,2018,2018-06-01,7,MOQUEGUA
01 Jun,601,2018,2018-06-01,4,PASCO
01 Jun,601,2018,2018-06-01,24,PIURA
01 Jun,601,2018,2018-06-01,17,PUNO
01 Jun,601,2018,2018-06-01,5,SAN MARTIN
01 Jun,601,2018,2018-06-01,1,SIN REGISTRO
01 Jun,601,2018,2018-06-01,4,TACNA
01 Jun,601,2018,2018-06-01,2,TUMBES
01 Jun,601,2018,2018-06-01,8,UCAYALI
02 Jun,602,2018,2018-06-02,4,AMAZONAS
02 Jun,602,2018,2018-06-02,22,ANCASH
02 Jun,602,2018,2018-06-02,3,APURIMAC
02 Jun,602,2018,2018-06-02,14,AREQUIPA
02 Jun,602,2018,2018-06-02,6,AYACUCHO
02 Jun,602,2018,2018-06-02,9,CAJAMARCA
02 Jun,602,2018,2018-06-02,21,CALLAO
02 Jun,602,2018,2018-06-02,23,CUSCO
02 Jun,602,2018,2018-06-02,1,EXTRANJERO
02 Jun,602,2018,2018-06-02,4,HUANCAVELICA
02 Jun,602,2018,2018-06-02,9,HUANUCO
02 Jun,602,2018,2018-06-02,11,ICA
02 Jun,602,2018,2018-06-02,17,JUNIN
02 Jun,602,2018,2018-06-02,23,LA LIBERTAD
02 Jun,602,2018,2018-06-02,5,LAMBAYEQUE
02 Jun,602,2018,2018-06-02,100,LIMA
02 Jun,602,2018,2018-06-02,12,LORETO
02 Jun,602,2018,2018-06-02,0,MADRE DE DIOS
02 Jun,602,2018,2018-06-02,2,MOQUEGUA
02 Jun,602,2018,2018-06-02,1,PASCO
02 Jun,602,2018,2018-06-02,24,PIURA
02 Jun,602,2018,2018-06-02,22,PUNO
02 Jun,602,2018,2018-06-02,7,SAN MARTIN
02 Jun,602,2018,2018-06-02,3,SIN REGISTRO
02 Jun,602,2018,2018-06-02,6,TACNA
02 Jun,602,2018,2018-06-02,4,TUMBES
02 Jun,602,2018,2018-06-02,6,UCAYALI
03 Jun,603,2018,2018-06-03,2,AMAZONAS
03 Jun,603,2018,2018-06-03,13,ANCASH
03 Jun,603,2018,2018-06-03,5,APURIMAC
03 Jun,603,2018,2018-06-03,19,AREQUIPA
03 Jun,603,2018,2018-06-03,4,AYACUCHO
03 Jun,603,2018,2018-06-03,6,CAJAMARCA
03 Jun,603,2018,2018-06-03,11,CALLAO
03 Jun,603,2018,2018-06-03,19,CUSCO
03 Jun,603,2018,2018-06-03,1,EXTRANJERO
03 Jun,603,2018,2018-06-03,6,HUANCAVELICA
03 Jun,603,2018,2018-06-03,11,HUANUCO
03 Jun,603,2018,2018-06-03,14,ICA
03 Jun,603,2018,2018-06-03,15,JUNIN
03 Jun,603,2018,2018-06-03,24,LA LIBERTAD
03 Jun,603,2018,2018-06-03,12,LAMBAYEQUE
03 Jun,603,2018,2018-06-03,99,LIMA
03 Jun,603,2018,2018-06-03,6,LORETO
03 Jun,603,2018,2018-06-03,1,MADRE DE DIOS
03 Jun,603,2018,2018-06-03,1,MOQUEGUA
03 Jun,603,2018,2018-06-03,1,PASCO
03 Jun,603,2018,2018-06-03,17,PIURA
03 Jun,603,2018,2018-06-03,18,PUNO
03 Jun,603,2018,2018-06-03,7,SAN MARTIN
03 Jun,603,2018,2018-06-03,2,SIN REGISTRO
03 Jun,603,2018,2018-06-03,3,TACNA
03 Jun,603,2018,2018-06-03,2,TUMBES
03 Jun,603,2018,2018-06-03,5,UCAYALI
04 Jun,604,2018,2018-06-04,4,AMAZONAS
04 Jun,604,2018,2018-06-04,13,ANCASH
04 Jun,604,2018,2018-06-04,5,APURIMAC
04 Jun,604,2018,2018-06-04,11,AREQUIPA
04 Jun,604,2018,2018-06-04,4,AYACUCHO
04 Jun,604,2018,2018-06-04,10,CAJAMARCA
04 Jun,604,2018,2018-06-04,15,CALLAO
04 Jun,604,2018,2018-06-04,20,CUSCO
04 Jun,604,2018,2018-06-04,0,EXTRANJERO
04 Jun,604,2018,2018-06-04,1,HUANCAVELICA
04 Jun,604,2018,2018-06-04,9,HUANUCO
04 Jun,604,2018,2018-06-04,14,ICA
04 Jun,604,2018,2018-06-04,20,JUNIN
04 Jun,604,2018,2018-06-04,29,LA LIBERTAD
04 Jun,604,2018,2018-06-04,13,LAMBAYEQUE
04 Jun,604,2018,2018-06-04,109,LIMA
04 Jun,604,2018,2018-06-04,10,LORETO
04 Jun,604,2018,2018-06-04,1,MADRE DE DIOS
04 Jun,604,2018,2018-06-04,0,MOQUEGUA
04 Jun,604,2018,2018-06-04,2,PASCO
04 Jun,604,2018,2018-06-04,19,PIURA
04 Jun,604,2018,2018-06-04,17,PUNO
04 Jun,604,2018,2018-06-04,6,SAN MARTIN
04 Jun,604,2018,2018-06-04,0,SIN REGISTRO
04 Jun,604,2018,2018-06-04,2,TACNA
04 Jun,604,2018,2018-06-04,7,TUMBES
04 Jun,604,2018,2018-06-04,8,UCAYALI
05 Jun,605,2018,2018-06-05,4,AMAZONAS
05 Jun,605,2018,2018-06-05,26,ANCASH
05 Jun,605,2018,2018-06-05,4,APURIMAC
05 Jun,605,2018,2018-06-05,13,AREQUIPA
05 Jun,605,2018,2018-06-05,5,AYACUCHO
05 Jun,605,2018,2018-06-05,7,CAJAMARCA
05 Jun,605,2018,2018-06-05,14,CALLAO
05 Jun,605,2018,2018-06-05,14,CUSCO
05 Jun,605,2018,2018-06-05,1,EXTRANJERO
05 Jun,605,2018,2018-06-05,8,HUANCAVELICA
05 Jun,605,2018,2018-06-05,5,HUANUCO
05 Jun,605,2018,2018-06-05,11,ICA
05 Jun,605,2018,2018-06-05,19,JUNIN
05 Jun,605,2018,2018-06-05,33,LA LIBERTAD
05 Jun,605,2018,2018-06-05,14,LAMBAYEQUE
05 Jun,605,2018,2018-06-05,113,LIMA
05 Jun,605,2018,2018-06-05,4,LORETO
05 Jun,605,2018,2018-06-05,2,MADRE DE DIOS
05 Jun,605,2018,2018-06-05,2,MOQUEGUA
05 Jun,605,2018,2018-06-05,1,PASCO
05 Jun,605,2018,2018-06-05,12,PIURA
05 Jun,605,2018,2018-06-05,12,PUNO
05 Jun,605,2018,2018-06-05,6,SAN MARTIN
05 Jun,605,2018,2018-06-05,1,SIN REGISTRO
05 Jun,605,2018,2018-06-05,5,TACNA
05 Jun,605,2018,2018-06-05,1,TUMBES
05 Jun,605,2018,2018-06-05,3,UCAYALI
06 Jun,606,2018,2018-06-06,0,AMAZONAS
06 Jun,606,2018,2018-06-06,23,ANCASH
06 Jun,606,2018,2018-06-06,6,APURIMAC
06 Jun,606,2018,2018-06-06,12,AREQUIPA
06 Jun,606,2018,2018-06-06,5,AYACUCHO
06 Jun,606,2018,2018-06-06,10,CAJAMARCA
06 Jun,606,2018,2018-06-06,10,CALLAO
06 Jun,606,2018,2018-06-06,16,CUSCO
06 Jun,606,2018,2018-06-06,0,EXTRANJERO
06 Jun,606,2018,2018-06-06,5,HUANCAVELICA
06 Jun,606,2018,2018-06-06,9,HUANUCO
06 Jun,606,2018,2018-06-06,11,ICA
06 Jun,606,2018,2018-06-06,22,JUNIN
06 Jun,606,2018,2018-06-06,20,LA LIBERTAD
06 Jun,606,2018,2018-06-06,9,LAMBAYEQUE
06 Jun,606,2018,2018-06-06,107,LIMA
06 Jun,606,2018,2018-06-06,2,LORETO
06 Jun,606,2018,2018-06-06,2,MADRE DE DIOS
06 Jun,606,2018,2018-06-06,5,MOQUEGUA
06 Jun,606,2018,2018-06-06,3,PASCO
06 Jun,606,2018,2018-06-06,23,PIURA
06 Jun,606,2018,2018-06-06,20,PUNO
06 Jun,606,2018,2018-06-06,15,SAN MARTIN
06 Jun,606,2018,2018-06-06,1,SIN REGISTRO
06 Jun,606,2018,2018-06-06,6,TACNA
06 Jun,606,2018,2018-06-06,2,TUMBES
06 Jun,606,2018,2018-06-06,4,UCAYALI
07 Jun,607,2018,2018-06-07,0,AMAZONAS
07 Jun,607,2018,2018-06-07,20,ANCASH
07 Jun,607,2018,2018-06-07,4,APURIMAC
07 Jun,607,2018,2018-06-07,10,AREQUIPA
07 Jun,607,2018,2018-06-07,3,AYACUCHO
07 Jun,607,2018,2018-06-07,9,CAJAMARCA
07 Jun,607,2018,2018-06-07,11,CALLAO
07 Jun,607,2018,2018-06-07,19,CUSCO
07 Jun,607,2018,2018-06-07,0,EXTRANJERO
07 Jun,607,2018,2018-06-07,11,HUANCAVELICA
07 Jun,607,2018,2018-06-07,4,HUANUCO
07 Jun,607,2018,2018-06-07,13,ICA
07 Jun,607,2018,2018-06-07,15,JUNIN
07 Jun,607,2018,2018-06-07,15,LA LIBERTAD
07 Jun,607,2018,2018-06-07,6,LAMBAYEQUE
07 Jun,607,2018,2018-06-07,93,LIMA
07 Jun,607,2018,2018-06-07,9,LORETO
07 Jun,607,2018,2018-06-07,2,MADRE DE DIOS
07 Jun,607,2018,2018-06-07,4,MOQUEGUA
07 Jun,607,2018,2018-06-07,4,PASCO
07 Jun,607,2018,2018-06-07,18,PIURA
07 Jun,607,2018,2018-06-07,16,PUNO
07 Jun,607,2018,2018-06-07,8,SAN MARTIN
07 Jun,607,2018,2018-06-07,0,SIN REGISTRO
07 Jun,607,2018,2018-06-07,4,TACNA
07 Jun,607,2018,2018-06-07,2,TUMBES
07 Jun,607,2018,2018-06-07,3,UCAYALI
08 Jun,608,2018,2018-06-08,0,AMAZONAS
08 Jun,608,2018,2018-06-08,18,ANCASH
08 Jun,608,2018,2018-06-08,5,APURIMAC
08 Jun,608,2018,2018-06-08,14,AREQUIPA
08 Jun,608,2018,2018-06-08,5,AYACUCHO
08 Jun,608,2018,2018-06-08,7,CAJAMARCA
08 Jun,608,2018,2018-06-08,15,CALLAO
08 Jun,608,2018,2018-06-08,19,CUSCO
08 Jun,608,2018,2018-06-08,0,EXTRANJERO
08 Jun,608,2018,2018-06-08,5,HUANCAVELICA
08 Jun,608,2018,2018-06-08,11,HUANUCO
08 Jun,608,2018,2018-06-08,12,ICA
08 Jun,608,2018,2018-06-08,12,JUNIN
08 Jun,608,2018,2018-06-08,18,LA LIBERTAD
08 Jun,608,2018,2018-06-08,9,LAMBAYEQUE
08 Jun,608,2018,2018-06-08,97,LIMA
08 Jun,608,2018,2018-06-08,2,LORETO
08 Jun,608,2018,2018-06-08,1,MADRE DE DIOS
08 Jun,608,2018,2018-06-08,4,MOQUEGUA
08 Jun,608,2018,2018-06-08,3,PASCO
08 Jun,608,2018,2018-06-08,15,PIURA
08 Jun,608,2018,2018-06-08,17,PUNO
08 Jun,608,2018,2018-06-08,9,SAN MARTIN
08 Jun,608,2018,2018-06-08,0,SIN REGISTRO
08 Jun,608,2018,2018-06-08,8,TACNA
08 Jun,608,2018,2018-06-08,1,TUMBES
08 Jun,608,2018,2018-06-08,12,UCAYALI
09 Jun,609,2018,2018-06-09,5,AMAZONAS
09 Jun,609,2018,2018-06-09,11,ANCASH
09 Jun,609,2018,2018-06-09,3,APURIMAC
09 Jun,609,2018,2018-06-09,19,AREQUIPA
09 Jun,609,2018,2018-06-09,8,AYACUCHO
09 Jun,609,2018,2018-06-09,14,CAJAMARCA
09 Jun,609,2018,2018-06-09,7,CALLAO
09 Jun,609,2018,2018-06-09,24,CUSCO
09 Jun,609,2018,2018-06-09,0,EXTRANJERO
09 Jun,609,2018,2018-06-09,6,HUANCAVELICA
09 Jun,609,2018,2018-06-09,8,HUANUCO
09 Jun,609,2018,2018-06-09,9,ICA
09 Jun,609,2018,2018-06-09,17,JUNIN
09 Jun,609,2018,2018-06-09,25,LA LIBERTAD
09 Jun,609,2018,2018-06-09,5,LAMBAYEQUE
09 Jun,609,2018,2018-06-09,106,LIMA
09 Jun,609,2018,2018-06-09,5,LORETO
09 Jun,609,2018,2018-06-09,0,MADRE DE DIOS
09 Jun,609,2018,2018-06-09,1,MOQUEGUA
09 Jun,609,2018,2018-06-09,0,PASCO
09 Jun,609,2018,2018-06-09,16,PIURA
09 Jun,609,2018,2018-06-09,13,PUNO
09 Jun,609,2018,2018-06-09,5,SAN MARTIN
09 Jun,609,2018,2018-06-09,1,SIN REGISTRO
09 Jun,609,2018,2018-06-09,5,TACNA
09 Jun,609,2018,2018-06-09,1,TUMBES
09 Jun,609,2018,2018-06-09,3,UCAYALI
10 Jun,610,2018,2018-06-10,5,AMAZONAS
10 Jun,610,2018,2018-06-10,18,ANCASH
10 Jun,610,2018,2018-06-10,1,APURIMAC
10 Jun,610,2018,2018-06-10,17,AREQUIPA
10 Jun,610,2018,2018-06-10,9,AYACUCHO
10 Jun,610,2018,2018-06-10,17,CAJAMARCA
10 Jun,610,2018,2018-06-10,21,CALLAO
10 Jun,610,2018,2018-06-10,16,CUSCO
10 Jun,610,2018,2018-06-10,1,EXTRANJERO
10 Jun,610,2018,2018-06-10,6,HUANCAVELICA
10 Jun,610,2018,2018-06-10,15,HUANUCO
10 Jun,610,2018,2018-06-10,15,ICA
10 Jun,610,2018,2018-06-10,20,JUNIN
10 Jun,610,2018,2018-06-10,22,LA LIBERTAD
10 Jun,610,2018,2018-06-10,12,LAMBAYEQUE
10 Jun,610,2018,2018-06-10,101,LIMA
10 Jun,610,2018,2018-06-10,6,LORETO
10 Jun,610,2018,2018-06-10,1,MADRE DE DIOS
10 Jun,610,2018,2018-06-10,2,MOQUEGUA
10 Jun,610,2018,2018-06-10,1,PASCO
10 Jun,610,2018,2018-06-10,23,PIURA
10 Jun,610,2018,2018-06-10,20,PUNO
10 Jun,610,2018,2018-06-10,8,SAN MARTIN
10 Jun,610,2018,2018-06-10,1,SIN REGISTRO
10 Jun,610,2018,2018-06-10,3,TACNA
10 Jun,610,2018,2018-06-10,5,TUMBES
10 Jun,610,2018,2018-06-10,5,UCAYALI
11 Jun,611,2018,2018-06-11,0,AMAZONAS
11 Jun,611,2018,2018-06-11,15,ANCASH
11 Jun,611,2018,2018-06-11,4,APURIMAC
11 Jun,611,2018,2018-06-11,15,AREQUIPA
11 Jun,611,2018,2018-06-11,3,AYACUCHO
11 Jun,611,2018,2018-06-11,8,CAJAMARCA
11 Jun,611,2018,2018-06-11,10,CALLAO
11 Jun,611,2018,2018-06-11,26,CUSCO
11 Jun,611,2018,2018-06-11,1,EXTRANJERO
11 Jun,611,2018,2018-06-11,3,HUANCAVELICA
11 Jun,611,2018,2018-06-11,16,HUANUCO
11 Jun,611,2018,2018-06-11,14,ICA
11 Jun,611,2018,2018-06-11,17,JUNIN
11 Jun,611,2018,2018-06-11,32,LA LIBERTAD
11 Jun,611,2018,2018-06-11,9,LAMBAYEQUE
11 Jun,611,2018,2018-06-11,103,LIMA
11 Jun,611,2018,2018-06-11,7,LORETO
11 Jun,611,2018,2018-06-11,2,MADRE DE DIOS
11 Jun,611,2018,2018-06-11,1,MOQUEGUA
11 Jun,611,2018,2018-06-11,2,PASCO
11 Jun,611,2018,2018-06-11,19,PIURA
11 Jun,611,2018,2018-06-11,20,PUNO
11 Jun,611,2018,2018-06-11,6,SAN MARTIN
11 Jun,611,2018,2018-06-11,1,SIN REGISTRO
11 Jun,611,2018,2018-06-11,4,TACNA
11 Jun,611,2018,2018-06-11,1,TUMBES
11 Jun,611,2018,2018-06-11,7,UCAYALI
12 Jun,612,2018,2018-06-12,2,AMAZONAS
12 Jun,612,2018,2018-06-12,15,ANCASH
12 Jun,612,2018,2018-06-12,3,APURIMAC
12 Jun,612,2018,2018-06-12,9,AREQUIPA
12 Jun,612,2018,2018-06-12,6,AYACUCHO
12 Jun,612,2018,2018-06-12,11,CAJAMARCA
12 Jun,612,2018,2018-06-12,18,CALLAO
12 Jun,612,2018,2018-06-12,26,CUSCO
12 Jun,612,2018,2018-06-12,0,EXTRANJERO
12 Jun,612,2018,2018-06-12,6,HUANCAVELICA
12 Jun,612,2018,2018-06-12,11,HUANUCO
12 Jun,612,2018,2018-06-12,14,ICA
12 Jun,612,2018,2018-06-12,25,JUNIN
12 Jun,612,2018,2018-06-12,29,LA LIBERTAD
12 Jun,612,2018,2018-06-12,10,LAMBAYEQUE
12 Jun,612,2018,2018-06-12,103,LIMA
12 Jun,612,2018,2018-06-12,2,LORETO
12 Jun,612,2018,2018-06-12,4,MADRE DE DIOS
12 Jun,612,2018,2018-06-12,3,MOQUEGUA
12 Jun,612,2018,2018-06-12,2,PASCO
12 Jun,612,2018,2018-06-12,18,PIURA
12 Jun,612,2018,2018-06-12,22,PUNO
12 Jun,612,2018,2018-06-12,6,SAN MARTIN
12 Jun,612,2018,2018-06-12,1,SIN REGISTRO
12 Jun,612,2018,2018-06-12,8,TACNA
12 Jun,612,2018,2018-06-12,3,TUMBES
12 Jun,612,2018,2018-06-12,9,UCAYALI
13 Jun,613,2018,2018-06-13,3,AMAZONAS
13 Jun,613,2018,2018-06-13,20,ANCASH
13 Jun,613,2018,2018-06-13,1,APURIMAC
13 Jun,613,2018,2018-06-13,12,AREQUIPA
13 Jun,613,2018,2018-06-13,8,AYACUCHO
13 Jun,613,2018,2018-06-13,9,CAJAMARCA
13 Jun,613,2018,2018-06-13,21,CALLAO
13 Jun,613,2018,2018-06-13,20,CUSCO
13 Jun,613,2018,2018-06-13,2,EXTRANJERO
13 Jun,613,2018,2018-06-13,5,HUANCAVELICA
13 Jun,613,2018,2018-06-13,9,HUANUCO
13 Jun,613,2018,2018-06-13,14,ICA
13 Jun,613,2018,2018-06-13,12,JUNIN
13 Jun,613,2018,2018-06-13,24,LA LIBERTAD
13 Jun,613,2018,2018-06-13,17,LAMBAYEQUE
13 Jun,613,2018,2018-06-13,114,LIMA
13 Jun,613,2018,2018-06-13,8,LORETO
13 Jun,613,2018,2018-06-13,3,MADRE DE DIOS
13 Jun,613,2018,2018-06-13,1,MOQUEGUA
13 Jun,613,2018,2018-06-13,3,PASCO
13 Jun,613,2018,2018-06-13,19,PIURA
13 Jun,613,2018,2018-06-13,26,PUNO
13 Jun,613,2018,2018-06-13,11,SAN MARTIN
13 Jun,613,2018,2018-06-13,1,SIN REGISTRO
13 Jun,613,2018,2018-06-13,4,TACNA
13 Jun,613,2018,2018-06-13,4,TUMBES
13 Jun,613,2018,2018-06-13,5,UCAYALI
14 Jun,614,2018,2018-06-14,2,AMAZONAS
14 Jun,614,2018,2018-06-14,22,ANCASH
14 Jun,614,2018,2018-06-14,4,APURIMAC
14 Jun,614,2018,2018-06-14,18,AREQUIPA
14 Jun,614,2018,2018-06-14,10,AYACUCHO
14 Jun,614,2018,2018-06-14,12,CAJAMARCA
14 Jun,614,2018,2018-06-14,11,CALLAO
14 Jun,614,2018,2018-06-14,23,CUSCO
14 Jun,614,2018,2018-06-14,0,EXTRANJERO
14 Jun,614,2018,2018-06-14,7,HUANCAVELICA
14 Jun,614,2018,2018-06-14,5,HUANUCO
14 Jun,614,2018,2018-06-14,7,ICA
14 Jun,614,2018,2018-06-14,25,JUNIN
14 Jun,614,2018,2018-06-14,24,LA LIBERTAD
14 Jun,614,2018,2018-06-14,16,LAMBAYEQUE
14 Jun,614,2018,2018-06-14,96,LIMA
14 Jun,614,2018,2018-06-14,5,LORETO
14 Jun,614,2018,2018-06-14,3,MADRE DE DIOS
14 Jun,614,2018,2018-06-14,2,MOQUEGUA
14 Jun,614,2018,2018-06-14,1,PASCO
14 Jun,614,2018,2018-06-14,13,PIURA
14 Jun,614,2018,2018-06-14,19,PUNO
14 Jun,614,2018,2018-06-14,9,SAN MARTIN
14 Jun,614,2018,2018-06-14,2,SIN REGISTRO
14 Jun,614,2018,2018-06-14,0,TACNA
14 Jun,614,2018,2018-06-14,1,TUMBES
14 Jun,614,2018,2018-06-14,6,UCAYALI
15 Jun,615,2018,2018-06-15,2,AMAZONAS
15 Jun,615,2018,2018-06-15,12,ANCASH
15 Jun,615,2018,2018-06-15,5,APURIMAC
15 Jun,615,2018,2018-06-15,12,AREQUIPA
15 Jun,615,2018,2018-06-15,6,AYACUCHO
